subscriber_id,signup_date,plan_tier,region,churn
sub_01850,2025-02-18,Basic,Europe,0
sub_01851,2025-04-19,Basic,APAC,1
sub_01852,2024-12-17,Basic,Latin America,0
sub_01853,2024-07-26,Basic,APAC,0
sub_01854,2025-02-22,Basic,Europe,1
sub_01855,2025-04-01,Standard,North America,1
sub_01856,2023-10-16,Basic,Europe,0
sub_01857,2024-09-21,Standard,North America,1
sub_01858,2024-04-24,Standard,Latin America,1
sub_01859,2024-06-06,Standard,Europe,0
sub_01860,2024-01-07,Standard,Europe,0
sub_01861,2024-01-04,Basic,North America,1
sub_01862,2024-11-17,Basic,Europe,1
sub_01863,2023-10-18,Standard,Europe,0
sub_01864,2024-09-24,Standard,North America,0
sub_01865,2023-10-27,Basic,APAC,0
sub_01866,2024-08-31,Basic,North America,0
sub_01867,2025-03-29,Standard,Europe,0
sub_01868,2023-12-20,Standard,North America,1
sub_01869,2025-05-26,Basic,Europe,0
sub_01870,2023-12-11,Standard,APAC,0
sub_01871,2025-05-17,Premium,APAC,1
sub_01872,2025-01-19,Basic,North America,1
sub_01873,2024-04-10,Premium,Latin America,0
sub_01874,2023-08-12,Basic,APAC,1
sub_01875,2024-08-28,Standard,North America,0
sub_01876,2025-03-22,Standard,North America,1
sub_01877,2025-01-01,Basic,North America,0
sub_01878,2023-09-14,Premium,APAC,0
sub_01879,2024-01-13,Standard,North America,0
sub_01880,2025-04-06,Premium,Europe,0
sub_01881,2024-09-14,Basic,APAC,0
sub_01882,2024-12-09,Premium,APAC,1
sub_01883,2025-02-09,Premium,Europe,1
sub_01884,2023-10-19,Standard,APAC,0
sub_01885,2024-03-31,Basic,North America,0
sub_01886,2025-02-08,Standard,APAC,0
sub_01887,2024-03-08,Standard,North America,0
sub_01888,2024-08-24,Premium,North America,0
sub_01889,2025-05-03,Standard,Latin America,0
sub_01890,2024-07-29,Basic,North America,0
sub_01891,2025-02-04,Basic,North America,1
sub_01892,2024-12-23,Standard,Europe,0
sub_01893,2023-09-26,Premium,North America,1
sub_01894,2024-01-25,Basic,North America,0
sub_01895,2025-03-12,Standard,Europe,1
sub_01896,2023-10-16,Premium,APAC,1
sub_01897,2024-05-01,Basic,APAC,0
sub_01898,2023-09-29,Basic,North America,1
sub_01899,2023-12-30,Standard,Europe,1
sub_01900,2024-10-17,Standard,APAC,1
sub_01901,2024-05-30,Basic,North America,1
sub_01902,2024-06-01,Premium,North America,0
sub_01903,2024-01-18,Standard,North America,0
sub_01904,2024-12-21,Premium,Europe,1
sub_01905,2024-10-21,Premium,North America,0
sub_01906,2024-12-23,Premium,APAC,0
sub_01907,2024-11-16,Standard,Latin America,0
sub_01908,2025-02-21,Basic,North America,1
sub_01909,2025-05-21,Standard,Europe,0
sub_01910,2023-08-13,Basic,North America,0
sub_01911,2025-04-24,Standard,North America,0
sub_01912,2023-09-20,Basic,APAC,0
sub_01913,2025-06-14,Standard,Europe,0
sub_01914,2023-12-08,Basic,Latin America,1
sub_01915,2024-10-24,Basic,Europe,1
sub_01916,2024-06-11,Basic,North America,1
sub_01917,2024-11-26,Standard,Europe,1
sub_01918,2024-06-30,Premium,North America,0
sub_01919,2024-07-28,Basic,APAC,0
sub_01920,2024-06-02,Premium,Europe,1
sub_01921,2024-09-08,Premium,North America,1
sub_01922,2024-05-28,Basic,Europe,0
sub_01923,2023-11-03,Standard,Europe,1
sub_01924,2024-08-09,Standard,APAC,0
sub_01925,2024-10-01,Basic,North America,1
sub_01926,2025-03-14,Standard,North America,0
sub_01927,2024-10-02,Basic,North America,0
sub_01928,2025-03-19,Premium,North America,1
sub_01929,2025-02-06,Premium,Europe,0
sub_01930,2023-08-05,Premium,North America,0
sub_01931,2025-04-13,Standard,North America,0
sub_01932,2024-07-06,Standard,Europe,0
sub_01933,2023-10-28,Premium,North America,1
sub_01934,2023-08-04,Basic,Latin America,0
sub_01935,2025-03-03,Basic,Europe,1
sub_01936,2025-02-19,Standard,North America,1
sub_01937,2024-09-23,Basic,Europe,0
sub_01938,2024-05-16,Basic,North America,0
sub_01939,2023-07-30,Basic,APAC,0
sub_01940,2025-01-19,Standard,Europe,1
sub_01941,2025-02-19,Basic,Europe,0
sub_01942,2024-12-17,Basic,Latin America,0
sub_01943,2023-09-29,Basic,APAC,1
sub_01944,2025-05-26,Basic,APAC,1
sub_01945,2024-09-17,Premium,North America,0
sub_01946,2025-03-23,Basic,North America,1
sub_01947,2025-02-24,Standard,Europe,1
sub_01948,2023-08-30,Premium,Europe,1
sub_01949,2025-06-15,Basic,Europe,0
sub_01950,2024-10-29,Premium,APAC,0
sub_01951,2023-08-31,Standard,North America,0
sub_01952,2024-04-07,Standard,North America,0
sub_01953,2025-04-26,Basic,Europe,0
sub_01954,2024-07-19,Basic,North America,0
sub_01955,2023-07-22,Premium,Europe,1
sub_01956,2024-09-03,Premium,APAC,1
sub_01957,2024-06-03,Premium,Europe,0
sub_01958,2024-06-01,Premium,APAC,0
sub_01959,2024-03-01,Basic,Europe,0
sub_01960,2025-02-02,Premium,APAC,0
sub_01961,2023-10-24,Standard,North America,0
sub_01962,2023-07-10,Premium,APAC,0
sub_01963,2025-03-06,Basic,APAC,0
sub_01964,2023-11-09,Basic,North America,1
sub_01965,2023-11-10,Premium,Europe,1
sub_01966,2024-01-03,Premium,APAC,1
sub_01967,2024-09-24,Standard,North America,1
sub_01968,2024-07-16,Basic,APAC,1
sub_01969,2023-10-25,Basic,Latin America,0
sub_01970,2025-02-27,Premium,APAC,1
sub_01971,2023-11-01,Standard,North America,0
sub_01972,2023-08-27,Standard,Europe,0
sub_01973,2024-02-14,Standard,Latin America,0
sub_01974,2024-10-15,Standard,Europe,0
sub_01975,2024-05-12,Standard,North America,0
sub_01976,2025-05-12,Standard,North America,0
sub_01977,2023-08-19,Premium,APAC,0
sub_01978,2024-10-14,Premium,Europe,0
sub_01979,2025-05-07,Premium,North America,0
sub_01980,2023-11-26,Standard,North America,1
sub_01981,2024-03-03,Standard,APAC,1
sub_01982,2024-03-28,Standard,Europe,1
sub_01983,2025-05-09,Premium,APAC,1
sub_01984,2023-12-27,Standard,APAC,0
sub_01985,2024-03-17,Standard,Latin America,0
sub_01986,2023-11-26,Standard,APAC,1
sub_01987,2023-11-02,Standard,North America,1
sub_01988,2025-01-16,Standard,Europe,0
sub_01989,2025-01-17,Basic,North America,0
sub_01990,2023-08-25,Standard,Latin America,0
sub_01991,2024-06-01,Standard,North America,0
sub_01992,2024-08-07,Basic,Europe,0
sub_01993,2024-11-23,Premium,APAC,0
sub_01994,2024-03-16,Standard,North America,0
sub_01995,2023-12-25,Basic,APAC,1
sub_01996,2025-06-15,Premium,North America,0
sub_01997,2024-05-17,Standard,Europe,0
sub_01998,2023-07-06,Premium,Europe,0
sub_01999,2024-11-28,Basic,North America,0
sub_02000,2024-11-27,Premium,Europe,1
sub_02001,2023-09-27,Standard,Latin America,0
sub_02002,2025-05-03,Standard,North America,0
sub_02003,2024-09-05,Basic,Europe,1
sub_02004,2024-07-23,Standard,APAC,0
sub_02005,2023-11-23,Standard,APAC,0
sub_02006,2025-03-16,Standard,North America,0
sub_02007,2024-08-10,Standard,Latin America,0
sub_02008,2025-02-27,Premium,North America,1
sub_02009,2023-12-01,Standard,Europe,1
sub_02010,2024-03-21,Basic,Europe,0
sub_02011,2024-06-26,Premium,APAC,1
sub_02012,2024-09-08,Standard,North America,1
sub_02013,2025-02-27,Premium,North America,1
sub_02014,2023-08-26,Premium,APAC,0
sub_02015,2024-03-10,Premium,North America,1
sub_02016,2024-10-31,Premium,Europe,0
sub_02017,2024-08-24,Standard,APAC,0
sub_02018,2024-01-14,Basic,Europe,1
sub_02019,2024-01-18,Standard,North America,1
sub_02020,2024-07-21,Premium,North America,1
sub_02021,2024-11-12,Standard,Latin America,0
sub_02022,2024-03-01,Premium,Europe,1
sub_02023,2024-03-02,Basic,North America,1
sub_02024,2024-04-13,Basic,North America,1
sub_02025,2025-04-25,Standard,North America,0
sub_02026,2024-07-13,Standard,Latin America,0
sub_02027,2024-04-03,Basic,North America,1
sub_02028,2023-08-06,Basic,North America,0
sub_02029,2024-06-05,Premium,Europe,0
sub_02030,2024-10-14,Standard,North America,0
sub_02031,2024-05-15,Basic,North America,1
sub_02032,2025-02-10,Basic,Latin America,0
sub_02033,2025-04-13,Standard,APAC,0
sub_02034,2024-02-17,Basic,North America,0
sub_02035,2023-07-11,Standard,Europe,0
sub_02036,2023-10-20,Premium,North America,0
sub_02037,2024-04-25,Basic,North America,0
sub_02038,2025-05-19,Standard,Europe,0
sub_02039,2023-07-10,Basic,Europe,1
sub_02040,2024-07-30,Basic,APAC,1
sub_02041,2024-11-21,Premium,APAC,1
sub_02042,2023-09-16,Standard,North America,1
sub_02043,2023-12-30,Premium,Latin America,1
sub_02044,2023-12-28,Basic,Europe,1
sub_02045,2024-11-30,Basic,North America,0
sub_02046,2023-07-07,Standard,APAC,0
sub_02047,2024-07-27,Standard,North America,1
sub_02048,2024-06-01,Premium,Europe,0
sub_02049,2023-12-27,Basic,APAC,1
sub_02050,2024-03-01,Premium,North America,0
sub_02051,2025-02-13,Premium,APAC,0
sub_02052,2024-11-12,Standard,North America,0
sub_02053,2024-10-01,Basic,APAC,1
sub_02054,2023-08-08,Standard,North America,0
sub_02055,2024-01-22,Basic,North America,1
sub_02056,2024-09-27,Premium,North America,0
sub_02057,2024-01-07,Standard,APAC,1
sub_02058,2024-01-05,Premium,North America,0
sub_02059,2024-09-07,Standard,APAC,0
sub_02060,2024-09-01,Standard,North America,1
sub_02061,2023-09-15,Standard,Europe,0
sub_02062,2024-05-10,Standard,North America,0
sub_02063,2025-03-01,Premium,North America,1
sub_02064,2024-01-18,Basic,Latin America,0
sub_02065,2024-04-20,Premium,Europe,1
sub_02066,2024-06-17,Premium,Europe,1
sub_02067,2024-01-14,Premium,Europe,0
sub_02068,2023-09-06,Standard,Europe,1
sub_02069,2024-10-23,Premium,Europe,0
sub_02070,2024-08-20,Basic,APAC,1
sub_02071,2025-02-01,Premium,Europe,1
sub_02072,2024-03-10,Basic,Europe,0
sub_02073,2024-09-01,Basic,Europe,1
sub_02074,2024-10-14,Standard,Europe,0
sub_02075,2024-02-04,Basic,Europe,1
sub_02076,2024-08-28,Basic,Europe,0
sub_02077,2024-07-19,Premium,Europe,0
sub_02078,2024-08-05,Basic,APAC,1
sub_02079,2024-12-13,Standard,Latin America,1
sub_02080,2025-03-18,Basic,Latin America,0
sub_02081,2023-11-02,Premium,APAC,1
sub_02082,2025-04-12,Premium,Europe,1
sub_02083,2024-10-27,Standard,APAC,1
sub_02084,2024-02-25,Standard,North America,0
sub_02085,2025-03-14,Premium,Europe,0
sub_02086,2024-03-04,Premium,North America,0
sub_02087,2024-01-09,Basic,North America,0
sub_02088,2024-02-28,Standard,Latin America,0
sub_02089,2024-11-10,Premium,APAC,0
sub_02090,2025-06-02,Basic,Europe,1
sub_02091,2023-09-20,Premium,North America,1
sub_02092,2024-10-26,Basic,Europe,1
sub_02093,2023-11-18,Premium,Europe,1
sub_02094,2025-01-26,Basic,APAC,0
sub_02095,2025-02-20,Basic,Latin America,1
sub_02096,2023-12-07,Premium,North America,1
sub_02097,2023-08-14,Premium,North America,1
sub_02098,2023-10-09,Premium,North America,1
sub_02099,2023-12-27,Premium,North America,1
sub_02100,2024-12-22,Standard,North America,0
sub_02101,2023-09-02,Basic,North America,1
sub_02102,2024-02-24,Basic,North America,0
sub_02103,2025-02-13,Standard,North America,1
sub_02104,2025-03-16,Basic,North America,1
sub_02105,2023-10-02,Premium,APAC,0
sub_02106,2024-12-01,Basic,North America,1
sub_02107,2023-12-16,Basic,APAC,0
sub_02108,2025-03-09,Basic,North America,1
sub_02109,2024-11-28,Basic,North America,1
sub_02110,2024-11-25,Basic,North America,0
sub_02111,2024-11-27,Standard,APAC,1
sub_02112,2024-02-19,Basic,North America,0
sub_02113,2023-09-01,Standard,Europe,1
sub_02114,2023-09-04,Premium,North America,0
sub_02115,2024-01-03,Standard,Latin America,1
sub_02116,2025-01-22,Standard,North America,0
sub_02117,2023-07-30,Basic,North America,1
sub_02118,2024-05-24,Basic,APAC,0
sub_02119,2024-05-22,Basic,North America,0
sub_02120,2024-01-31,Premium,North America,0
sub_02121,2023-12-14,Standard,APAC,0
sub_02122,2023-08-04,Basic,North America,1
sub_02123,2024-04-26,Standard,North America,0
sub_02124,2024-04-06,Premium,Europe,0
sub_02125,2023-12-31,Standard,North America,1
sub_02126,2024-12-16,Standard,Latin America,1
sub_02127,2024-11-08,Premium,Europe,1
sub_02128,2024-03-26,Standard,Europe,1
sub_02129,2025-05-02,Standard,North America,0
sub_02130,2024-10-30,Basic,Europe,0
sub_02131,2024-01-19,Basic,Europe,0
sub_02132,2023-07-19,Premium,North America,0
sub_02133,2024-06-10,Standard,APAC,1
sub_02134,2024-09-03,Standard,Europe,0
sub_02135,2024-08-05,Standard,APAC,0
sub_02136,2024-02-12,Basic,North America,0
sub_02137,2024-05-23,Premium,North America,0
sub_02138,2025-05-31,Basic,APAC,1
sub_02139,2024-05-26,Premium,APAC,0
sub_02140,2024-09-03,Standard,North America,1
sub_02141,2024-02-01,Basic,North America,1
sub_02142,2023-09-29,Basic,APAC,0
sub_02143,2023-07-28,Premium,North America,0
sub_02144,2024-04-06,Basic,North America,1
sub_02145,2024-09-30,Basic,Europe,1
sub_02146,2024-08-03,Premium,North America,1
sub_02147,2025-02-10,Basic,North America,1
sub_02148,2023-08-16,Basic,North America,0
sub_02149,2023-10-19,Basic,Latin America,0
sub_02150,2023-10-14,Premium,North America,0
sub_02151,2024-10-25,Basic,Europe,1
sub_02152,2024-10-29,Basic,Latin America,0
sub_02153,2023-10-12,Basic,Europe,1
sub_02154,2024-05-23,Basic,Europe,1
sub_02155,2024-01-29,Basic,Europe,1
sub_02156,2024-07-01,Basic,North America,0
sub_02157,2024-08-03,Basic,Europe,1
sub_02158,2024-03-21,Standard,Latin America,0
sub_02159,2023-11-12,Premium,APAC,0
sub_02160,2024-10-20,Basic,Europe,0
sub_02161,2023-11-15,Basic,North America,1
sub_02162,2024-12-24,Premium,APAC,0
sub_02163,2024-09-01,Premium,North America,0
sub_02164,2023-09-02,Standard,APAC,0
sub_02165,2023-08-03,Basic,North America,0
sub_02166,2023-08-25,Standard,APAC,1
sub_02167,2024-11-02,Basic,APAC,0
sub_02168,2023-10-22,Basic,Europe,0
sub_02169,2023-08-16,Basic,North America,0
sub_02170,2023-07-17,Standard,APAC,0
sub_02171,2025-06-02,Basic,North America,1
sub_02172,2023-12-31,Standard,North America,0
sub_02173,2023-07-04,Basic,Europe,1
sub_02174,2023-12-17,Basic,Europe,0
sub_02175,2025-01-01,Premium,Europe,1
sub_02176,2023-12-18,Premium,North America,1
sub_02177,2025-04-02,Basic,Europe,0
sub_02178,2024-07-07,Standard,APAC,0
sub_02179,2024-03-25,Basic,North America,0
sub_02180,2024-07-25,Basic,Europe,0
sub_02181,2024-02-01,Standard,Europe,0
sub_02182,2024-12-26,Basic,APAC,0
sub_02183,2024-04-08,Standard,Europe,0
sub_02184,2024-03-12,Standard,APAC,0
sub_02185,2024-03-20,Basic,North America,0
sub_02186,2024-11-21,Basic,North America,0
sub_02187,2024-11-10,Basic,Latin America,1
sub_02188,2024-12-14,Premium,APAC,1
sub_02189,2024-07-21,Standard,Europe,0
sub_02190,2024-04-23,Basic,Europe,1
sub_02191,2024-09-30,Basic,Europe,1
sub_02192,2024-08-27,Standard,North America,0
sub_02193,2024-11-23,Basic,APAC,1
sub_02194,2025-01-11,Standard,APAC,0
sub_02195,2024-03-03,Premium,Europe,0
sub_02196,2023-11-10,Standard,North America,1
sub_02197,2024-11-20,Basic,North America,1
sub_02198,2023-10-09,Basic,North America,1
sub_02199,2024-05-04,Basic,APAC,0
sub_02200,2025-02-16,Standard,Europe,0
sub_02201,2024-09-27,Premium,North America,0
sub_02202,2025-06-11,Basic,Europe,1
sub_02203,2025-05-19,Standard,Latin America,0
sub_02204,2024-10-19,Standard,North America,0
sub_02205,2024-07-26,Basic,Europe,0
sub_02206,2023-11-23,Basic,Europe,0
sub_02207,2025-03-12,Basic,North America,0
sub_02208,2023-10-25,Standard,Europe,1
sub_02209,2024-12-31,Standard,Europe,0
sub_02210,2025-03-09,Standard,North America,1
sub_02211,2024-02-01,Premium,North America,1
sub_02212,2023-12-10,Premium,APAC,1
sub_02213,2024-04-09,Premium,North America,0
sub_02214,2025-03-26,Premium,Europe,1
sub_02215,2025-03-26,Premium,Europe,1
sub_02216,2024-09-10,Premium,APAC,0
sub_02217,2024-07-29,Standard,APAC,1
sub_02218,2023-07-02,Premium,APAC,1
sub_02219,2024-11-23,Premium,Europe,0
sub_02220,2025-01-30,Standard,Europe,1
sub_02221,2023-08-09,Standard,North America,0
sub_02222,2025-02-26,Standard,North America,0
sub_02223,2025-05-29,Premium,North America,0
sub_02224,2024-08-18,Standard,North America,1
sub_02225,2024-09-02,Premium,Europe,1
sub_02226,2024-03-30,Premium,North America,1
sub_02227,2023-09-27,Premium,North America,0
sub_02228,2023-08-19,Basic,North America,0
sub_02229,2024-11-21,Standard,APAC,0
sub_02230,2023-07-15,Premium,Europe,0
sub_02231,2024-03-21,Premium,APAC,1
sub_02232,2025-04-28,Premium,Europe,0
sub_02233,2023-08-15,Standard,APAC,1
sub_02234,2025-03-10,Standard,APAC,1
sub_02235,2024-04-21,Basic,North America,0
sub_02236,2023-11-28,Premium,Latin America,0
sub_02237,2024-12-20,Basic,North America,1
sub_02238,2024-12-05,Standard,Europe,1
sub_02239,2024-07-11,Premium,APAC,0
sub_02240,2023-09-22,Standard,North America,1
sub_02241,2025-01-07,Basic,Europe,1
sub_02242,2024-02-27,Basic,North America,0
sub_02243,2024-07-27,Premium,North America,0
sub_02244,2025-03-28,Standard,North America,0
sub_02245,2024-01-25,Basic,North America,1
sub_02246,2023-10-29,Standard,North America,1
sub_02247,2024-04-30,Basic,Europe,0
sub_02248,2025-02-10,Premium,Europe,0
sub_02249,2025-02-25,Basic,Europe,1
sub_02250,2024-08-17,Basic,Europe,0
sub_02251,2024-06-19,Basic,North America,0
sub_02252,2024-05-17,Standard,North America,1
sub_02253,2024-12-24,Standard,APAC,0
sub_02254,2024-06-23,Premium,Latin America,1
sub_02255,2024-11-17,Standard,Europe,0
sub_02256,2024-02-11,Basic,North America,1
sub_02257,2023-11-24,Basic,APAC,0
sub_02258,2024-03-06,Basic,APAC,0
sub_02259,2025-06-16,Premium,North America,0
sub_02260,2023-07-07,Basic,North America,0
sub_02261,2025-05-30,Premium,North America,0
sub_02262,2023-07-02,Basic,Europe,1
sub_02263,2025-05-25,Basic,Latin America,0
sub_02264,2024-06-12,Basic,Europe,0
sub_02265,2025-04-02,Basic,North America,1
sub_02266,2025-04-09,Premium,Europe,1
sub_02267,2024-02-13,Standard,APAC,1
sub_02268,2024-01-12,Basic,Europe,1
sub_02269,2025-03-24,Standard,APAC,1
sub_02270,2023-07-18,Standard,North America,0
sub_02271,2024-10-30,Premium,North America,0
sub_02272,2024-11-01,Premium,Europe,0
sub_02273,2024-11-16,Standard,Europe,1
sub_02274,2024-07-21,Premium,Latin America,0
sub_02275,2025-02-09,Premium,Europe,1
sub_02276,2024-08-16,Standard,North America,0
sub_02277,2025-01-17,Standard,North America,0
sub_02278,2025-05-11,Basic,Europe,0
sub_02279,2024-09-25,Premium,North America,0
sub_02280,2024-02-21,Premium,APAC,1
sub_02281,2023-12-18,Basic,North America,0
sub_02282,2024-10-07,Premium,North America,0
sub_02283,2024-10-28,Premium,Europe,0
sub_02284,2023-12-01,Basic,North America,1
sub_02285,2024-02-15,Standard,Europe,0
sub_02286,2023-10-30,Premium,Europe,1
sub_02287,2023-09-07,Premium,Europe,0
sub_02288,2023-11-06,Basic,APAC,0
sub_02289,2023-08-16,Basic,APAC,0
sub_02290,2024-08-22,Standard,APAC,0
sub_02291,2024-09-07,Basic,North America,0
sub_02292,2024-10-29,Basic,North America,1
sub_02293,2024-12-30,Basic,APAC,0
sub_02294,2023-12-28,Basic,Europe,0
sub_02295,2024-01-22,Standard,Europe,1
sub_02296,2023-11-21,Standard,Europe,1
sub_02297,2025-02-17,Standard,APAC,0
sub_02298,2024-06-30,Premium,North America,0
sub_02299,2025-01-09,Standard,Europe,1
sub_02300,2023-09-16,Basic,North America,0
sub_02301,2024-12-07,Basic,North America,0
sub_02302,2025-03-05,Basic,Europe,0
sub_02303,2024-05-04,Basic,Europe,1
sub_02304,2023-09-26,Basic,North America,0
sub_02305,2023-08-31,Basic,APAC,1
sub_02306,2025-04-09,Basic,APAC,0
sub_02307,2024-10-26,Standard,Europe,0
sub_02308,2025-02-27,Standard,Latin America,1
sub_02309,2024-11-08,Premium,Europe,1
sub_02310,2024-05-30,Premium,APAC,1
sub_02311,2024-11-28,Standard,North America,0
sub_02312,2025-04-29,Basic,North America,0
sub_02313,2024-06-16,Standard,North America,1
sub_02314,2025-05-10,Basic,North America,1
sub_02315,2025-01-05,Standard,Europe,1
sub_02316,2025-06-16,Basic,North America,0
sub_02317,2025-04-15,Standard,Europe,0
sub_02318,2024-08-08,Basic,North America,0
sub_02319,2023-10-16,Standard,North America,1
sub_02320,2023-12-10,Premium,Latin America,0
sub_02321,2025-04-07,Premium,Europe,1
sub_02322,2025-05-23,Standard,Latin America,1
sub_02323,2024-10-17,Standard,Europe,0
sub_02324,2024-03-06,Basic,North America,0
sub_02325,2023-12-30,Standard,Europe,0
sub_02326,2023-11-05,Standard,Europe,1
sub_02327,2024-10-14,Basic,North America,0
sub_02328,2025-02-16,Basic,APAC,1
sub_02329,2025-05-29,Premium,Europe,0
sub_02330,2025-03-03,Standard,APAC,0
sub_02331,2025-05-01,Standard,Europe,1
sub_02332,2023-10-09,Standard,Europe,0
sub_02333,2024-12-06,Standard,North America,0
sub_02334,2023-11-05,Standard,Latin America,1
sub_02335,2024-05-16,Basic,North America,0
sub_02336,2024-05-27,Standard,North America,0
sub_02337,2024-07-26,Standard,North America,0
sub_02338,2023-11-08,Basic,Europe,0
sub_02339,2025-05-16,Premium,Latin America,1
sub_02340,2025-04-11,Basic,APAC,0
sub_02341,2024-08-17,Standard,APAC,0
sub_02342,2024-09-07,Standard,Latin America,1
sub_02343,2024-05-22,Standard,APAC,1
sub_02344,2024-01-05,Standard,North America,1
sub_02345,2024-04-22,Premium,Europe,0
sub_02346,2024-12-14,Standard,North America,1
sub_02347,2024-10-25,Standard,North America,0
sub_02348,2023-12-26,Standard,North America,0
sub_02349,2025-01-23,Basic,North America,1
sub_02350,2024-06-21,Basic,Latin America,0
sub_02351,2024-05-27,Standard,Latin America,0
sub_02352,2023-12-27,Basic,North America,0
sub_02353,2024-01-22,Basic,APAC,0
sub_02354,2024-07-19,Basic,North America,1
sub_02355,2024-11-07,Standard,North America,0
sub_02356,2024-09-26,Basic,North America,0
sub_02357,2024-08-26,Premium,North America,0
sub_02358,2025-01-11,Standard,North America,1
sub_02359,2024-03-26,Standard,North America,1
sub_02360,2025-01-18,Basic,North America,0
sub_02361,2024-03-09,Standard,North America,0
sub_02362,2023-12-26,Basic,Latin America,0
sub_02363,2023-07-29,Standard,North America,1
sub_02364,2025-03-23,Basic,North America,0
sub_02365,2023-12-21,Premium,Europe,0
sub_02366,2025-04-16,Basic,North America,0
sub_02367,2024-10-18,Standard,Europe,0
sub_02368,2025-02-10,Basic,North America,1
sub_02369,2025-02-20,Standard,Europe,0
sub_02370,2025-02-11,Standard,Europe,0
sub_02371,2025-05-16,Basic,Europe,0
sub_02372,2023-11-05,Basic,Europe,1
sub_02373,2025-05-04,Basic,Europe,0
sub_02374,2024-09-04,Basic,North America,0
sub_02375,2024-02-02,Premium,North America,0
sub_02376,2023-07-08,Standard,Europe,0
sub_02377,2023-10-14,Basic,North America,1
sub_02378,2025-03-10,Premium,North America,0
sub_02379,2023-07-10,Basic,Europe,0
sub_02380,2024-03-06,Standard,North America,1
sub_02381,2025-02-08,Standard,North America,1
sub_02382,2024-07-30,Premium,Europe,0
sub_02383,2023-08-29,Standard,North America,0
sub_02384,2024-09-08,Standard,APAC,1
sub_02385,2025-02-05,Premium,Latin America,0
sub_02386,2023-09-29,Basic,Latin America,1
sub_02387,2023-08-04,Premium,Europe,1
sub_02388,2023-07-19,Premium,North America,0
sub_02389,2023-08-02,Premium,Europe,1
sub_02390,2023-10-01,Basic,Europe,1
sub_02391,2024-07-26,Basic,Europe,0
sub_02392,2025-01-30,Standard,North America,1
sub_02393,2024-04-01,Standard,North America,0
sub_02394,2025-01-09,Standard,North America,1
sub_02395,2024-07-13,Premium,North America,1
sub_02396,2024-03-04,Standard,North America,1
sub_02397,2023-08-09,Basic,Latin America,0
sub_02398,2024-11-22,Standard,North America,0
sub_02399,2024-12-18,Basic,Europe,0
sub_02400,2024-01-07,Basic,Latin America,0
sub_02401,2025-06-12,Basic,North America,0
sub_02402,2024-05-07,Premium,Europe,1
sub_02403,2023-12-30,Standard,Europe,0
sub_02404,2024-05-18,Standard,North America,0
sub_02405,2024-09-15,Basic,Europe,0
sub_02406,2023-11-01,Standard,APAC,1
sub_02407,2024-09-24,Premium,APAC,0
sub_02408,2024-01-25,Premium,APAC,1
sub_02409,2024-07-19,Standard,Latin America,1
sub_02410,2025-05-28,Premium,North America,0
sub_02411,2024-06-02,Standard,APAC,1
sub_02412,2025-05-12,Standard,Europe,0
sub_02413,2023-08-20,Premium,Europe,0
sub_02414,2024-04-12,Basic,APAC,1
sub_02415,2024-09-23,Basic,APAC,0
sub_02416,2024-07-03,Basic,APAC,0
sub_02417,2024-03-30,Standard,North America,1
sub_02418,2024-12-12,Standard,Europe,1
sub_02419,2024-11-22,Standard,North America,0
sub_02420,2024-08-21,Standard,Europe,1
sub_02421,2024-12-13,Basic,APAC,0
sub_02422,2023-12-22,Premium,APAC,1
sub_02423,2025-04-03,Basic,Europe,1
sub_02424,2023-11-03,Premium,Europe,0
sub_02425,2024-10-10,Basic,North America,0
sub_02426,2024-05-11,Standard,North America,1
sub_02427,2025-02-24,Standard,North America,0
sub_02428,2024-09-14,Premium,Latin America,1
sub_02429,2023-12-24,Basic,North America,0
sub_02430,2024-12-05,Premium,Latin America,0
sub_02431,2025-03-14,Standard,North America,1
sub_02432,2024-06-08,Standard,APAC,0
sub_02433,2025-02-20,Standard,Europe,0
sub_02434,2024-11-03,Basic,Europe,0
sub_02435,2024-07-29,Standard,Europe,0
sub_02436,2024-05-09,Basic,APAC,0
sub_02437,2024-03-16,Basic,Latin America,1
sub_02438,2024-02-18,Standard,Europe,0
sub_02439,2023-10-21,Standard,North America,1
sub_02440,2025-04-30,Basic,North America,0
sub_02441,2024-09-30,Basic,APAC,0
sub_02442,2025-06-16,Basic,Europe,0
sub_02443,2025-06-10,Basic,Europe,0
sub_02444,2025-01-16,Standard,Europe,0
sub_02445,2024-04-14,Basic,North America,1
sub_02446,2023-09-15,Premium,APAC,1
sub_02447,2023-12-11,Basic,APAC,1
sub_02448,2024-03-11,Basic,APAC,0
sub_02449,2023-12-07,Premium,APAC,0
sub_02450,2025-02-13,Basic,APAC,0
sub_02451,2023-10-24,Standard,Europe,0
sub_02452,2023-09-18,Premium,Latin America,0
sub_02453,2025-04-09,Premium,North America,0
sub_02454,2024-07-15,Standard,Europe,0
sub_02455,2023-10-31,Basic,APAC,0
sub_02456,2024-07-11,Standard,Europe,0
sub_02457,2023-10-24,Premium,North America,1
sub_02458,2023-08-17,Premium,Europe,0
sub_02459,2024-07-12,Basic,North America,0
sub_02460,2025-05-05,Basic,Latin America,1
sub_02461,2024-10-16,Basic,North America,0
sub_02462,2025-01-13,Basic,North America,0
sub_02463,2024-07-12,Standard,Europe,1
sub_02464,2024-04-23,Basic,North America,1
sub_02465,2024-07-19,Basic,North America,1
